"Height","Weight","BMI","probability"
73.847017017515,241.893563180437,31.185761326995,5.09996973101868e-06
68.7819040458903,162.3104725213,24.1210443530006,0.598290211623194
74.1101053917849,212.7408555565,27.2329063617878,2.45688175028514e-05
71.7309784033377,220.042470303077,30.0670594119988,0.000335542922466387
69.8817958611153,206.349800623871,29.7080326311014,0.00435337126232059
67.2530156878065,152.212155757083,23.6604915737165,0.908263257539668
68.7850812516616,183.927888604031,27.3310948423786,0.0480586044093662
68.3485155115879,167.971110489509,25.2798430736478,0.345762272188136
67.018949662883,175.92944039571,27.5385608146927,0.135557387673946
63.4564939783664,156.399676387112,27.3074820308043,0.336523732272495
71.1953822829745,186.604925560358,25.8831663482167,0.0118875507640886
71.6408051192206,213.741169489411,29.2796053369969,0.000515909247249933
64.7663291334055,167.127461073476,28.0121990434264,0.192959027854264
69.2830700967204,189.446181386738,27.7478642218945,0.0226020188770061
69.2437322298112,186.434168021239,27.337734761333,0.0315162712139487
67.6456197004212,172.186930058117,26.4556707306678,0.212483672973465
72.4183166259878,196.028506330482,26.2796957601648,0.00130691922278474
63.974325721061,172.88347020878,29.6988744239838,0.0649660125927253
69.6400598997523,185.98395757313,26.9621900708212,0.0284190960636638
67.9360048540095,182.426648013226,27.7898513890425,0.0667707752286425
67.9150501938206,174.115929081393,26.5402131003055,0.169645639313816
69.4394398680395,197.73142161472,28.8311007629177,0.0101234672397697
66.1491319608781,149.173566007975,23.9685369691723,0.928554419530109
75.2059736142212,228.761780615196,28.4365395186699,8.09238962279651e-07
67.8931963386043,162.006651848287,24.7103154250847,0.601794896478809
68.1440327982008,192.343976579187,29.1219787133173,0.0266061649591868
69.0896314289256,184.435174408406,27.1653904821137,0.0415359039823315
72.8008435165003,206.828189420354,27.4368886359945,0.000242844984498686
67.4212422817167,175.213922399227,27.1002354571867,0.14957621898924
68.4964153568827,154.342638925955,23.1285382902258,0.887027541493868
68.6181105502058,187.506843155807,27.9986804960678,0.0347755274575492
74.0338076216678,212.910225325521,27.3107923642689,2.6731635490662e-05
71.5282160355709,195.032243233835,26.8009125651232,0.00312185020852722
69.1801610995692,205.183621341371,30.1423775664899,0.00769705353203172
69.577202365402,204.164125484101,29.6512810619601,0.00614110351549175
70.4009288884762,192.903515074649,27.3641092533499,0.00879780605671983
69.0761711675356,197.488242598925,29.0993095349154,0.0125901997351161
67.1935232827228,183.810973232751,28.6229610701927,0.0621661710345403
65.8073156549306,163.851824878622,26.6011789025527,0.394840350472547
64.3041878915595,163.108017147583,27.7328655121882,0.24422704782442
67.9743362271967,172.135597406825,26.1926049920479,0.214158513119735
72.1894259592134,194.045404898059,26.179065467673,0.00207795339241395
65.2703455240394,168.617746204292,27.8271936099861,0.201655783292756
66.0901773762725,161.193432596622,25.9460626131817,0.533028075318943
67.5103215157138,164.660277264007,25.4007443107537,0.47147142581285
70.1047862551571,188.922303151274,27.026253464591,0.0162486929456608
68.2518364408672,187.060552163801,28.232639473711,0.0400370380693074
72.1727091157973,209.070863390252,28.2192489389187,0.0003965879419891
69.1798576188774,192.014335412005,28.2079989544238,0.0185062393501858
72.870360147235,211.34249681964,27.9822707937536,0.000142279235008288
64.7825829779871,165.61162618225,27.7442030801015,0.230964682755184
70.1835498874837,201.071918099568,28.699789524325,0.00482563914174349
68.4914502529394,173.423960346601,25.9916786176196,0.178705836140361
67.3308308810162,181.407679285937,28.1336236139894,0.0775556453443892
66.9909440825232,169.737707400252,26.5915766887725,0.267072702904303
66.4995499002499,163.309528309674,25.9640278247078,0.476115168825163
68.3530566463988,189.710209942456,28.5478086452437,0.0307878727223852
